price,year,manufacturer,model,condition,fuel,odometer,title_status,transmission,drive,type,paint_color,state,cylinders_num
14800,2009.0,Chevrolet,Chevrolet Silverado 1500,good,gas,98165.0,clean,automatic,4wd,offroad,blue,ct,8.0
15950,2016.0,Toyota,Toyota Camry,excellent,gas,59800.0,clean,automatic,fwd,sedan,Unknown,ct,4.0
16995,2015.0,Ford,Ford F-150,good,gas,180510.0,clean,automatic,4wd,pickup,green,ct,6.0
5395,2010.0,Toyota,Toyota Camry,good,gas,177850.0,clean,automatic,fwd,sedan,silver,ct,4.0
17995,2012.0,Chevrolet,Chevrolet Silverado 1500,good,gas,126984.0,clean,automatic,4wd,other,white,ct,8.0
31995,2015.0,Ford,Ford F-150,good,other,101146.0,clean,automatic,4wd,pickup,white,ct,8.0
16590,2014.0,Toyota,Toyota Camry,good,gas,82584.0,clean,other,fwd,sedan,red,ct,4.0
11500,2012.0,Ford,Ford F-150,good,gas,160000.0,clean,automatic,4wd,pickup,red,ct,8.0
18590,2017.0,Toyota,Toyota Camry,good,gas,30223.0,clean,other,fwd,sedan,silver,ct,4.0
6450,2003.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,102669.0,clean,automatic,4wd,pickup,Unknown,ct,8.0
10495,2009.0,Ford,Ford F-150,like new,gas,165345.0,clean,manual,rwd,pickup,blue,ct,8.0
4988,2005.0,Chevrolet,Chevrolet Silverado 1500,good,gas,263545.0,clean,automatic,4wd,pickup,Unknown,ct,8.0
16495,2014.0,Ford,Ford F-150,good,gas,162381.0,clean,automatic,4wd,pickup,white,ct,6.0
7500,1992.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,164000.0,clean,automatic,rwd,pickup,Unknown,ct,8.0
2988,1998.0,Ford,Ford F-150,good,gas,225165.0,clean,automatic,fwd,pickup,red,ct,8.0
30590,2020.0,Chevrolet,Chevrolet Silverado 1500,good,gas,17084.0,clean,other,4wd,pickup,white,ct,8.0
33990,2019.0,Chevrolet,Chevrolet Silverado 1500,good,gas,6299.0,clean,other,4wd,pickup,white,ct,6.0
4500,2012.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,83000.0,clean,automatic,4wd,pickup,black,ct,8.0
3500,2011.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,91000.0,clean,automatic,4wd,truck,grey,ct,8.0
46990,2014.0,Ford,Ford F-150,good,other,60791.0,clean,automatic,4wd,pickup,black,ct,8.0
50590,2020.0,Ford,Ford F-150,good,gas,6588.0,clean,automatic,4wd,pickup,white,ct,6.0
28590,2018.0,Chevrolet,Chevrolet Silverado 1500,good,gas,19326.0,clean,automatic,4wd,pickup,black,ct,6.0
24799,2015.0,Chevrolet,Chevrolet Silverado 1500,good,other,108898.0,clean,automatic,4wd,other,white,ct,8.0
7000,2001.0,Ford,Ford F-150,excellent,gas,150000.0,clean,automatic,4wd,pickup,black,ct,6.0
10995,2008.0,Ford,Ford F-150,excellent,gas,108907.0,clean,automatic,4wd,other,grey,ct,8.0
15950,2008.0,Chevrolet,Chevrolet Silverado 1500,good,gas,148713.0,clean,automatic,4wd,pickup,black,ct,8.0
15499,2007.0,Ford,Ford F-150,good,gas,79338.0,clean,automatic,4wd,pickup,red,ct,8.0
8000,2009.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,258000.0,clean,automatic,4wd,pickup,black,ct,8.0
17995,2011.0,Chevrolet,Chevrolet Silverado 1500,good,diesel,176226.0,clean,automatic,4wd,pickup,white,ct,8.0
28950,2014.0,Chevrolet,Chevrolet Silverado 1500,excellent,other,86613.0,clean,automatic,4wd,pickup,blue,ct,8.0
28950,2016.0,Chevrolet,Chevrolet Silverado 1500,excellent,other,84001.0,clean,automatic,4wd,other,custom,ct,8.0
11500,2007.0,Ford,Ford F-150,like new,gas,96000.0,clean,automatic,4wd,pickup,black,ct,8.0
8495,2007.0,Ford,Ford F-150,good,gas,173737.0,clean,automatic,4wd,pickup,brown,ct,8.0
3350,2003.0,Toyota,Toyota Camry,excellent,gas,141012.0,clean,automatic,fwd,sedan,Unknown,ct,4.0
15750,2017.0,Toyota,Toyota Camry,like new,gas,38400.0,clean,automatic,fwd,sedan,grey,ct,4.0
39590,2019.0,Chevrolet,Chevrolet Silverado 1500,good,gas,21014.0,clean,other,4wd,pickup,brown,ct,4.0
8550,2004.0,Chevrolet,Chevrolet Silverado 1500,good,gas,159809.0,clean,automatic,4wd,truck,white,ct,8.0
4950,2004.0,Toyota,Toyota Camry,excellent,gas,99950.0,clean,automatic,fwd,sedan,brown,ct,4.0
30990,2014.0,Chevrolet,Chevrolet Silverado 1500,good,other,87922.0,clean,other,4wd,other,white,ct,8.0
5200,2004.0,Chevrolet,Chevrolet Silverado 1500,good,gas,247863.0,clean,automatic,4wd,truck,Unknown,ct,8.0
5000,2001.0,Chevrolet,Chevrolet Silverado 1500,good,gas,250000.0,clean,automatic,4wd,pickup,black,ct,8.0
2500,2004.0,Ford,Ford F-150,good,gas,134000.0,clean,automatic,fwd,truck,yellow,ct,8.0
24590,2017.0,Chevrolet,Chevrolet Silverado 1500,good,gas,40784.0,clean,other,4wd,pickup,white,ct,6.0
30990,2015.0,Ford,Ford F-150,good,other,44830.0,clean,other,4wd,pickup,red,ct,6.0
17950,2012.0,Chevrolet,Chevrolet Silverado 1500,good,gas,147856.0,clean,automatic,4wd,pickup,black,ct,8.0
6500,2005.0,Chevrolet,Chevrolet Silverado 1500,fair,gas,173000.0,clean,automatic,4wd,truck,red,ct,8.0
30990,2014.0,Ford,Ford F-150,good,other,67344.0,clean,other,4wd,pickup,orange,ct,8.0
12950,2008.0,Chevrolet,Chevrolet Silverado 1500,good,gas,163230.0,clean,automatic,4wd,pickup,blue,ct,8.0
5499,2011.0,Toyota,Toyota Camry,like new,gas,200000.0,clean,automatic,fwd,sedan,Unknown,ct,4.0
1600,2005.0,Ford,Ford F-150,fair,gas,220000.0,clean,automatic,fwd,truck,brown,ct,4.0
25990,2019.0,Ford,Ford F-150,good,gas,21480.0,clean,other,4wd,pickup,black,ct,6.0
10995,2007.0,Ford,Ford F-150,excellent,gas,111212.0,clean,automatic,4wd,other,grey,ct,8.0
9200,2012.0,Toyota,Toyota Camry,fair,gas,104635.0,clean,automatic,4wd,sedan,Unknown,ct,6.0
12000,2011.0,Ford,Ford F-150,good,gas,128000.0,clean,manual,4wd,truck,black,ct,6.0
15995,2010.0,Chevrolet,Chevrolet Silverado 1500,good,gas,152083.0,clean,automatic,4wd,pickup,Unknown,ct,8.0
12995,2008.0,Chevrolet,Chevrolet Silverado 1500,good,gas,158312.0,clean,automatic,4wd,pickup,Unknown,ct,8.0
6995,2011.0,Toyota,Toyota Camry,excellent,gas,146156.0,clean,automatic,fwd,sedan,silver,ct,4.0
34590,2019.0,Chevrolet,Chevrolet Silverado 1500,good,gas,22722.0,clean,other,4wd,pickup,brown,ct,8.0
7495,2008.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,170922.0,clean,automatic,rwd,pickup,grey,ct,6.0
2990,2001.0,Toyota,Toyota Camry,like new,gas,95000.0,clean,automatic,fwd,sedan,grey,ct,4.0
5200,2009.0,Toyota,Toyota Camry,good,gas,176540.0,clean,automatic,fwd,sedan,green,ct,4.0
34590,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,29499.0,clean,other,4wd,pickup,silver,ct,6.0
14995,2012.0,Ford,Ford F-150,good,gas,160685.0,clean,automatic,4wd,pickup,Unknown,ct,6.0
10995,2010.0,Ford,Ford F-150,good,gas,190138.0,clean,automatic,4wd,pickup,Unknown,ct,8.0
11495,2007.0,Ford,Ford F-150,excellent,gas,113990.0,clean,automatic,4wd,other,grey,ct,8.0
9900,2005.0,Chevrolet,Chevrolet Silverado 1500,good,gas,217574.0,clean,automatic,4wd,pickup,Unknown,ct,8.0
8995,2006.0,Chevrolet,Chevrolet Silverado 1500,good,gas,117421.0,clean,automatic,4wd,pickup,Unknown,ct,8.0
26990,2014.0,Chevrolet,Chevrolet Silverado 1500,good,gas,63129.0,clean,automatic,4wd,pickup,black,ct,6.0
30990,2019.0,Chevrolet,Chevrolet Silverado 1500,good,other,23366.0,clean,other,4wd,pickup,Unknown,ct,6.0
24590,2015.0,Ford,Ford F-150,good,gas,57172.0,clean,other,4wd,pickup,Unknown,ct,6.0
7100,2008.0,Toyota,Toyota Camry,fair,gas,109319.0,clean,automatic,4wd,sedan,Unknown,ct,6.0
26990,2016.0,Ford,Ford F-150,good,gas,14230.0,clean,other,4wd,pickup,black,ct,6.0
8995,2004.0,Ford,Ford F-150,excellent,gas,120459.0,clean,automatic,4wd,other,red,ct,8.0
3900,2012.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,83000.0,clean,automatic,4wd,pickup,black,ct,8.0
14995,2009.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,108731.0,clean,automatic,4wd,pickup,red,ct,8.0
8995,2012.0,Toyota,Toyota Camry,like new,other,85500.0,clean,automatic,fwd,sedan,grey,ct,4.0
9995,2007.0,Chevrolet,Chevrolet Silverado 1500,good,gas,221808.0,clean,automatic,4wd,pickup,white,ct,8.0
4500,2002.0,Chevrolet,Chevrolet Silverado 1500,good,gas,160000.0,clean,automatic,4wd,truck,brown,ct,6.0
6300,2008.0,Toyota,Toyota Camry,fair,gas,120495.0,clean,automatic,4wd,sedan,Unknown,ct,6.0
6400,2009.0,Toyota,Toyota Camry,fair,gas,118885.0,clean,automatic,4wd,sedan,Unknown,ct,6.0
1900,1999.0,Toyota,Toyota Camry,good,gas,170000.0,clean,automatic,fwd,sedan,Unknown,ct,4.0
8995,2007.0,Ford,Ford F-150,good,gas,149000.0,clean,automatic,4wd,truck,grey,ct,8.0
28990,2020.0,Chevrolet,Chevrolet Silverado 1500,good,other,22262.0,clean,other,4wd,pickup,silver,ct,6.0
5799,2011.0,Toyota,Toyota Camry,like new,gas,200000.0,clean,automatic,fwd,sedan,Unknown,ct,4.0
6995,2007.0,Toyota,Toyota Camry,excellent,gas,119179.0,clean,automatic,4wd,other,green,ct,6.0
6950,2005.0,Toyota,Toyota Camry,good,gas,100924.0,clean,automatic,fwd,sedan,Unknown,ct,4.0
2600,2004.0,Toyota,Toyota Camry,fair,gas,212500.0,clean,automatic,fwd,sedan,Unknown,ct,4.0
13995,2013.0,Chevrolet,Chevrolet Silverado 1500,good,gas,177624.0,clean,automatic,4wd,pickup,Unknown,ct,8.0
6995,2011.0,Toyota,Toyota Camry,excellent,gas,146156.0,clean,automatic,fwd,sedan,silver,ct,4.0
3999,2004.0,Toyota,Toyota Camry,good,gas,197000.0,clean,automatic,fwd,sedan,grey,ct,4.0
13500,2016.0,Toyota,Toyota Camry,good,gas,75201.0,clean,automatic,fwd,sedan,Unknown,ct,4.0
16999,2011.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,77000.0,clean,automatic,4wd,truck,grey,ct,8.0
6995,2009.0,Toyota,Toyota Camry,excellent,gas,109476.0,clean,automatic,fwd,sedan,silver,ct,4.0
16590,2014.0,Toyota,Toyota Camry,good,gas,82584.0,clean,other,fwd,sedan,red,ct,4.0
21590,2019.0,Toyota,Toyota Camry,good,gas,20974.0,clean,other,fwd,sedan,blue,ct,4.0
18590,2017.0,Toyota,Toyota Camry,good,gas,30223.0,clean,other,fwd,sedan,silver,ct,4.0
19990,2016.0,Toyota,Toyota Camry,good,other,19792.0,clean,other,fwd,sedan,silver,ct,4.0
13500,2010.0,Chevrolet,Chevrolet Silverado 1500,good,gas,111857.0,clean,automatic,4wd,truck,black,ct,8.0
4500,2012.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,83000.0,clean,automatic,4wd,pickup,black,ct,8.0
3500,2011.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,91000.0,clean,automatic,4wd,pickup,grey,ct,6.0
39995,2019.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,3975.0,clean,automatic,4wd,pickup,white,ct,8.0
10495,2013.0,Toyota,Toyota Camry,excellent,gas,110012.0,clean,automatic,fwd,sedan,Unknown,ct,4.0
10995,2008.0,Ford,Ford F-150,excellent,gas,108907.0,clean,automatic,4wd,other,grey,ct,8.0
21999,2012.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,88984.0,clean,automatic,4wd,pickup,black,ct,8.0
2600,2004.0,Toyota,Toyota Camry,fair,gas,212500.0,clean,automatic,fwd,sedan,Unknown,ct,4.0
9000,2012.0,Toyota,Toyota Camry,excellent,gas,131226.0,clean,automatic,fwd,sedan,blue,ct,4.0
5499,2011.0,Toyota,Toyota Camry,excellent,gas,200000.0,clean,automatic,fwd,sedan,black,ct,4.0
30990,2015.0,Ford,Ford F-150,good,other,44830.0,clean,other,4wd,pickup,red,ct,6.0
30990,2014.0,Ford,Ford F-150,good,other,67344.0,clean,other,4wd,pickup,orange,ct,8.0
4000,2007.0,Chevrolet,Chevrolet Silverado 1500,good,gas,176000.0,clean,automatic,4wd,truck,black,ct,6.0
34590,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,29499.0,clean,other,4wd,pickup,silver,ct,6.0
4500,2003.0,Toyota,Toyota Camry,good,gas,107000.0,clean,automatic,fwd,sedan,Unknown,ct,4.0
28950,2014.0,Chevrolet,Chevrolet Silverado 1500,excellent,other,86613.0,clean,automatic,4wd,pickup,blue,ct,8.0
28950,2016.0,Chevrolet,Chevrolet Silverado 1500,excellent,other,84001.0,clean,automatic,4wd,other,custom,ct,8.0
26990,2016.0,Ford,Ford F-150,good,gas,14230.0,clean,other,4wd,pickup,black,ct,6.0
33590,2019.0,Chevrolet,Chevrolet Silverado 1500,good,gas,22320.0,clean,other,4wd,pickup,red,ct,8.0
4500,2007.0,Chevrolet,Chevrolet Silverado 1500,good,gas,176000.0,clean,automatic,4wd,truck,black,ct,6.0
24590,2015.0,Ford,Ford F-150,good,gas,57172.0,clean,other,4wd,pickup,Unknown,ct,6.0
8500,2006.0,Ford,Ford F-150,good,gas,132000.0,clean,automatic,4wd,truck,grey,ct,8.0
16590,2014.0,Toyota,Toyota Camry,good,gas,82584.0,clean,other,fwd,sedan,red,ct,4.0
18590,2017.0,Toyota,Toyota Camry,good,gas,30223.0,clean,other,fwd,sedan,silver,ct,4.0
28950,2014.0,Chevrolet,Chevrolet Silverado 1500,excellent,other,86613.0,clean,automatic,4wd,pickup,blue,ct,8.0
28950,2016.0,Chevrolet,Chevrolet Silverado 1500,excellent,other,84001.0,clean,automatic,4wd,other,custom,ct,8.0
8500,2006.0,Ford,Ford F-150,good,gas,120000.0,clean,automatic,4wd,truck,grey,ct,8.0
14995,2008.0,Chevrolet,Chevrolet Silverado 1500,good,gas,131939.0,clean,automatic,4wd,truck,black,dc,8.0
2750,2004.0,Toyota,Toyota Camry,excellent,gas,206390.0,clean,automatic,fwd,coupe,silver,dc,6.0
12995,2015.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,172645.0,clean,automatic,rwd,pickup,silver,dc,6.0
1200,1999.0,Toyota,Toyota Camry,fair,gas,174675.0,clean,automatic,fwd,sedan,black,dc,4.0
33500,2018.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,18749.0,clean,automatic,4wd,pickup,silver,dc,8.0
5800,2002.0,Ford,Ford F-150,excellent,gas,216000.0,clean,automatic,rwd,truck,red,dc,8.0
5990,2000.0,Ford,Ford F-150,excellent,gas,166508.0,clean,manual,4wd,truck,white,dc,6.0
30990,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,58116.0,clean,other,4wd,pickup,silver,dc,6.0
39590,2019.0,Chevrolet,Chevrolet Silverado 1500,good,gas,23488.0,clean,other,4wd,pickup,black,dc,8.0
26500,2014.0,Ford,Ford F-150,like new,gas,101052.0,clean,automatic,4wd,pickup,black,dc,6.0
39990,2016.0,Ford,Ford F-150,good,other,41950.0,clean,other,4wd,pickup,black,dc,6.0
39590,2020.0,Chevrolet,Chevrolet Silverado 1500,good,gas,19160.0,clean,other,4wd,pickup,red,dc,8.0
4900,2012.0,Toyota,Toyota Camry,like new,gas,218132.0,clean,automatic,fwd,sedan,black,dc,4.0
10000,2007.0,Toyota,Toyota Camry,good,gas,20000.0,clean,automatic,fwd,sedan,Unknown,dc,4.0
3100,2001.0,Toyota,Toyota Camry,good,gas,137000.0,clean,automatic,fwd,sedan,Unknown,dc,4.0
11950,2006.0,Ford,Ford F-150,good,gas,94000.0,clean,automatic,4wd,truck,black,dc,8.0
8650,2012.0,Toyota,Toyota Camry,excellent,gas,118000.0,clean,automatic,fwd,sedan,grey,dc,4.0
2400,2004.0,Toyota,Toyota Camry,excellent,gas,200000.0,clean,automatic,fwd,sedan,green,dc,4.0
4500,2004.0,Toyota,Toyota Camry,like new,gas,158000.0,clean,automatic,fwd,sedan,silver,dc,4.0
10995,1996.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,102208.0,clean,automatic,rwd,van,black,dc,8.0
7995,2008.0,Toyota,Toyota Camry,like new,gas,85026.0,clean,automatic,fwd,sedan,silver,dc,4.0
7995,2008.0,Toyota,Toyota Camry,like new,gas,85026.0,clean,automatic,fwd,sedan,silver,dc,4.0
30500,2018.0,Ford,Ford F-150,like new,gas,62794.0,clean,automatic,fwd,pickup,white,dc,6.0
5800,2009.0,Toyota,Toyota Camry,excellent,gas,149432.0,clean,automatic,fwd,sedan,Unknown,dc,4.0
18995,2016.0,Ford,Ford F-150,good,gas,113480.0,clean,automatic,rwd,pickup,white,dc,8.0
5200,2007.0,Toyota,Toyota Camry,good,gas,110200.0,clean,automatic,fwd,sedan,brown,dc,4.0
18995,2016.0,Ford,Ford F-150,excellent,gas,113500.0,clean,automatic,rwd,pickup,white,dc,8.0
7995,2008.0,Ford,Ford F-150,excellent,gas,120334.0,clean,automatic,fwd,pickup,white,dc,6.0
12291,2015.0,Toyota,Toyota Camry,good,gas,78696.0,clean,automatic,fwd,SUV,blue,dc,4.0
33990,2019.0,Ford,Ford F-150,good,gas,11751.0,clean,other,4wd,pickup,Unknown,dc,8.0
18990,2018.0,Toyota,Toyota Camry,like new,gas,50335.0,clean,automatic,fwd,sedan,Unknown,dc,4.0
4500,2006.0,Toyota,Toyota Camry,like new,gas,130854.0,clean,automatic,fwd,coupe,blue,dc,4.0
4500,2007.0,Toyota,Toyota Camry,like new,hybrid,196856.0,clean,automatic,fwd,sedan,grey,dc,4.0
1500,1999.0,Toyota,Toyota Camry,excellent,gas,140000.0,clean,automatic,fwd,sedan,grey,dc,6.0
4800,2007.0,Toyota,Toyota Camry,excellent,gas,147000.0,clean,automatic,fwd,sedan,red,dc,4.0
6900,2007.0,Toyota,Toyota Camry,excellent,gas,150000.0,clean,automatic,fwd,sedan,blue,dc,4.0
5400,2007.0,Toyota,Toyota Camry,excellent,gas,211000.0,clean,automatic,fwd,sedan,blue,dc,4.0
7995,2008.0,Toyota,Toyota Camry,like new,gas,85026.0,clean,automatic,fwd,sedan,silver,dc,4.0
4500,2004.0,Ford,Ford F-150,good,other,58000.0,clean,automatic,rwd,truck,Unknown,dc,8.0
23995,2014.0,Chevrolet,Chevrolet Silverado 1500,good,gas,137014.0,clean,automatic,4wd,truck,brown,dc,8.0
14900,2012.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,111089.0,clean,automatic,4wd,truck,silver,dc,8.0
10800,2013.0,Ford,Ford F-150,excellent,gas,122000.0,clean,automatic,fwd,pickup,white,dc,6.0
30990,2014.0,Ford,Ford F-150,good,other,67344.0,clean,other,4wd,pickup,orange,dc,8.0
35990,2018.0,Ford,Ford F-150,good,gas,22812.0,clean,other,4wd,pickup,black,dc,6.0
25990,2014.0,Chevrolet,Chevrolet Silverado 1500,good,other,82140.0,clean,automatic,4wd,pickup,black,dc,8.0
24590,2013.0,Chevrolet,Chevrolet Silverado 1500,good,other,96658.0,clean,other,4wd,pickup,red,dc,8.0
29990,2019.0,Ford,Ford F-150,good,other,14077.0,clean,other,4wd,pickup,white,dc,6.0
12999,2007.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,167370.0,clean,automatic,rwd,truck,black,dc,8.0
34995,2018.0,Ford,Ford F-150,fair,gas,15472.0,clean,automatic,4wd,pickup,black,dc,6.0
2000,2018.0,Ford,Ford F-150,like new,gas,118000.0,clean,automatic,4wd,truck,black,dc,6.0
15995,2012.0,Chevrolet,Chevrolet Silverado 1500,good,gas,115000.0,clean,automatic,rwd,truck,blue,dc,6.0
9795,2010.0,Toyota,Toyota Camry,good,gas,106251.0,clean,automatic,fwd,sedan,silver,dc,4.0
7499,2011.0,Toyota,Toyota Camry,excellent,gas,134000.0,clean,automatic,fwd,sedan,grey,dc,4.0
11829,2016.0,Toyota,Toyota Camry,good,gas,118200.0,clean,automatic,fwd,sedan,grey,dc,4.0
11995,2016.0,Toyota,Toyota Camry,excellent,gas,119153.0,clean,automatic,fwd,sedan,blue,dc,4.0
8995,2010.0,Ford,Ford F-150,fair,gas,136562.0,clean,automatic,fwd,pickup,white,dc,8.0
8900,2011.0,Toyota,Toyota Camry,excellent,gas,84000.0,clean,automatic,fwd,sedan,green,dc,4.0
4100,2009.0,Toyota,Toyota Camry,good,gas,176000.0,clean,automatic,fwd,sedan,Unknown,dc,4.0
6950,2005.0,Chevrolet,Chevrolet Silverado 1500,good,gas,166000.0,clean,automatic,rwd,truck,white,dc,6.0
3700,2003.0,Chevrolet,Chevrolet Silverado 1500,good,gas,140000.0,clean,automatic,4wd,SUV,green,dc,8.0
30990,2016.0,Chevrolet,Chevrolet Silverado 1500,good,gas,40426.0,clean,other,4wd,pickup,Unknown,dc,6.0
30990,2014.0,Chevrolet,Chevrolet Silverado 1500,good,other,87922.0,clean,other,4wd,other,white,dc,8.0
41500,2017.0,Ford,Ford F-150,good,gas,43757.0,clean,automatic,4wd,truck,black,dc,6.0
15995,2018.0,Toyota,Toyota Camry,good,gas,126020.0,clean,automatic,fwd,sedan,white,dc,4.0
31990,2020.0,Chevrolet,Chevrolet Silverado 1500,good,gas,4582.0,clean,automatic,4wd,pickup,silver,dc,8.0
35990,2015.0,Ford,Ford F-150,good,gas,24356.0,clean,other,4wd,pickup,black,dc,6.0
22590,2012.0,Chevrolet,Chevrolet Silverado 1500,good,other,99554.0,clean,other,4wd,pickup,black,dc,8.0
16995,2012.0,Ford,Ford F-150,excellent,other,110645.0,clean,automatic,4wd,pickup,red,dc,8.0
3300,2002.0,Toyota,Toyota Camry,good,gas,85000.0,clean,automatic,fwd,coupe,red,dc,6.0
6500,2012.0,Toyota,Toyota Camry,good,gas,255000.0,clean,automatic,fwd,sedan,black,dc,4.0
2850,1996.0,Toyota,Toyota Camry,excellent,gas,121000.0,clean,automatic,fwd,sedan,Unknown,dc,4.0
5650,2007.0,Toyota,Toyota Camry,excellent,gas,114329.0,clean,automatic,4wd,sedan,white,dc,4.0
6450,2007.0,Toyota,Toyota Camry,excellent,gas,104362.0,clean,automatic,4wd,sedan,white,dc,4.0
5895,2006.0,Ford,Ford F-150,excellent,gas,129055.0,clean,automatic,4wd,pickup,blue,dc,8.0
17990,2010.0,Ford,Ford F-150,excellent,gas,107640.0,clean,automatic,4wd,truck,grey,dc,8.0
9970,2009.0,Ford,Ford F-150,good,gas,167546.0,clean,automatic,4wd,pickup,white,dc,8.0
2100,1997.0,Toyota,Toyota Camry,like new,gas,228000.0,clean,automatic,fwd,sedan,Unknown,dc,4.0
10995,1996.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,102208.0,clean,automatic,rwd,van,black,dc,8.0
6877,2003.0,Ford,Ford F-150,good,gas,140900.0,clean,automatic,fwd,pickup,black,dc,8.0
15995,2008.0,Ford,Ford F-150,good,gas,112495.0,clean,automatic,4wd,pickup,brown,dc,8.0
24495,2020.0,Toyota,Toyota Camry,good,gas,5417.0,clean,automatic,fwd,sedan,Unknown,dc,4.0
24995,2015.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,128473.0,clean,automatic,rwd,other,white,dc,8.0
3700,2003.0,Chevrolet,Chevrolet Silverado 1500,good,gas,140000.0,clean,automatic,4wd,SUV,green,dc,8.0
55000,2019.0,Ford,Ford F-150,like new,gas,65919.0,clean,automatic,4wd,pickup,white,dc,6.0
39590,2019.0,Chevrolet,Chevrolet Silverado 1500,good,gas,5625.0,clean,other,4wd,pickup,white,dc,6.0
38990,2015.0,Ford,Ford F-150,good,gas,47518.0,clean,other,4wd,pickup,red,dc,6.0
36590,2017.0,Chevrolet,Chevrolet Silverado 1500,good,gas,13146.0,clean,other,4wd,pickup,red,dc,8.0
36990,2019.0,Chevrolet,Chevrolet Silverado 1500,good,gas,14508.0,clean,other,4wd,pickup,red,dc,8.0
15990,2013.0,Toyota,Toyota Camry,good,other,32197.0,clean,other,fwd,sedan,black,dc,4.0
31990,2016.0,Ford,Ford F-150,good,gas,34729.0,clean,other,4wd,pickup,white,dc,6.0
24590,2017.0,Chevrolet,Chevrolet Silverado 1500,good,gas,40784.0,clean,other,4wd,pickup,white,dc,6.0
26000,2017.0,Ford,Ford F-150,good,gas,106491.0,clean,automatic,4wd,pickup,white,dc,6.0
21990,2019.0,Toyota,Toyota Camry,good,other,5607.0,clean,other,fwd,sedan,red,dc,4.0
26990,2020.0,Toyota,Toyota Camry,good,hybrid,4213.0,clean,other,fwd,sedan,black,dc,4.0
22500,2019.0,Toyota,Toyota Camry,good,gas,35386.0,clean,automatic,fwd,sedan,black,dc,4.0
14000,2011.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,132000.0,clean,automatic,4wd,truck,black,dc,8.0
5500,2008.0,Toyota,Toyota Camry,excellent,gas,117900.0,clean,automatic,fwd,sedan,Unknown,dc,4.0
1800,2002.0,Ford,Ford F-150,fair,gas,265000.0,clean,automatic,4wd,pickup,red,dc,8.0
2550,1997.0,Ford,Ford F-150,good,gas,134526.0,clean,automatic,rwd,pickup,blue,dc,8.0
1000,1993.0,Ford,Ford F-150,fair,gas,212003.0,clean,automatic,rwd,pickup,green,dc,8.0
5500,2006.0,Ford,Ford F-150,excellent,gas,203000.0,clean,manual,4wd,pickup,Unknown,dc,8.0
5800,2009.0,Toyota,Toyota Camry,excellent,gas,149432.0,clean,automatic,fwd,sedan,Unknown,dc,4.0
17000,2011.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,124500.0,clean,automatic,4wd,truck,blue,dc,8.0
12709,2016.0,Toyota,Toyota Camry,good,gas,100882.0,clean,automatic,fwd,sedan,black,dc,4.0
6850,2010.0,Toyota,Toyota Camry,excellent,gas,120000.0,clean,automatic,fwd,sedan,Unknown,dc,4.0
34995,2016.0,Ford,Ford F-150,good,gas,85412.0,clean,automatic,4wd,pickup,black,dc,6.0
15991,2016.0,Toyota,Toyota Camry,like new,gas,49923.0,clean,automatic,fwd,sedan,silver,dc,4.0
12952,2016.0,Toyota,Toyota Camry,like new,gas,101247.0,clean,automatic,fwd,sedan,black,dc,4.0
28000,2015.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,90291.0,clean,automatic,4wd,pickup,black,dc,8.0
20798,2018.0,Toyota,Toyota Camry,like new,gas,24880.0,clean,automatic,fwd,sedan,red,dc,4.0
25000,2004.0,Chevrolet,Chevrolet Silverado 1500,like new,gas,80499.0,clean,automatic,4wd,pickup,Unknown,dc,8.0
23995,2014.0,Chevrolet,Chevrolet Silverado 1500,excellent,gas,118579.0,clean,automatic,4wd,truck,black,dc,8.0
32000,2016.0,Ford,Ford F-150,like new,gas,85461.0,clean,automatic,4wd,pickup,black,dc,8.0
34590,2019.0,Chevrolet,Chevrolet Silverado 1500,good,gas,22722.0,clean,other,4wd,pickup,brown,dc,8.0
3700,2003.0,Chevrolet,Chevrolet Silverado 1500,good,gas,140000.0,clean,automatic,4wd,SUV,green,dc,8.0
